,From,To,Dist,SourceStartWindow,SourceEndWindow,DestStartWindow,DestEndWindow,ServiceTime,LoadChange
37,0,22,81.76784942751031,0,0,962,1262,27.77777777777778,-4750
38,0,1,97.02712198143364,0,0,162,234,13.8888888888889,5000
39,0,39,25.005953291166488,0,0,353,577,48.611111111111114,8750
40,1,2,111.90287306409967,162,234,1318,1433,20.833333333333297,-3250
41,1,0,97.02712198143364,162,234,0,0,0.0,0
42,1,19,183.77459291207805,162,234,735,816,62.49999999999999,-10750
43,1,18,126.15754277886045,162,234,834,973,62.49999999999999,-10250
44,1,17,56.93822968796976,162,234,21,258,27.77777777777778,4000
45,1,16,178.47068806949784,162,234,94,221,48.611111111111114,7500
46,1,15,106.36130499387454,162,234,1046,1313,55.55555555555556,-9750
47,1,14,98.32492308667219,162,234,4,189,27.77777777777778,4500
48,1,13,65.68780175953525,162,234,1136,1328,34.72222222222222,-3000
49,1,20,207.51049250580076,162,234,326,485,41.666666666666664,7000
50,1,12,153.03872516458048,162,234,696,809,20.833333333333332,3250
51,1,10,105.66017225047477,162,234,1108,1187,13.88888888888889,-2000
52,1,9,195.75930782468558,162,234,1024,1143,13.88888888888889,-2000
53,1,8,64.15302409084082,162,234,500,627,62.49999999999999,9500
54,1,7,154.13189676377826,162,234,1026,1105,6.944444444444445,-750
55,1,6,147.02045061827283,162,234,161,253,20.833333333333332,3250
56,1,5,125.28700052279966,162,234,596,698,13.88888888888889,1500
57,1,4,195.0775766201744,162,234,1229,1312,69.4444444444444,-12500
58,1,11,197.15081333841866,162,234,277,340,20.833333333333332,2500
59,1,21,186.98878174906642,162,234,1037,1341,62.49999999999999,-10000
60,1,40,198.37632923310179,162,234,815,1010,62.49999999999999,-10500
61,1,22,155.8319158580809,162,234,962,1262,27.77777777777778,-4750
62,1,39,75.16678588312793,162,234,353,577,48.611111111111114,8750
63,1,38,69.362298116484,162,234,764,965,55.55555555555556,-8750
64,1,37,37.36292547432549,162,234,67,292,34.72222222222222,5750
65,1,36,154.75588841785634,162,234,968,1144,13.88888888888889,-2000
66,1,35,101.86174993588124,162,234,423,642,13.88888888888889,1500
67,1,34,186.60999866030758,162,234,1125,1269,6.944444444444445,-1250
68,1,33,160.0847388104188,162,234,438,626,20.833333333333332,3250
69,1,32,57.01545492232786,162,234,839,1019,69.44444444444444,-12000
70,1,31,177.47276636149,162,234,967,1073,48.611111111111114,-8250
71,1,30,210.58974167798397,162,234,221,429,20.833333333333332,3250
72,1,29,145.73172509786605,162,234,873,985,62.49999999999999,-11000
73,1,28,185.32079915648973,162,234,449,644,20.833333333333332,3750
74,1,27,25.04671235911013,162,234,320,400,13.88888888888889,2500
75,1,26,101.88699082807383,162,234,99,213,48.611111111111114,7500
76,1,25,120.25776648516303,162,234,805,1057,62.49999999999999,-11250
77,1,24,75.81752897582459,162,234,1178,1251,41.666666666666664,-6750
78,1,23,104.44176415591609,162,234,1200,1320,41.666666666666664,-6500
79,1,3,178.86468768317576,162,234,1055,1136,34.72222222222222,-5500
80,2,3,68.70205600999142,1318,1433,1055,1136,34.72222222222222,-5500
81,2,1,111.90287306409967,1318,1433,162,234,13.8888888888889,5000
82,2,0,21.904853343494448,1318,1433,0,0,0.0,0
83,2,19,83.61351565387021,1318,1433,735,816,62.49999999999999,-10750
84,2,18,24.33345433759868,1318,1433,834,973,62.49999999999999,-10250
85,2,17,56.65401133194365,1318,1433,21,258,27.77777777777778,4000
86,2,16,81.21860932077082,1318,1433,94,221,48.611111111111114,7500
87,2,15,117.78873036076075,1318,1433,1046,1313,55.55555555555556,-9750
88,2,14,105.1764274920954,1318,1433,4,189,27.77777777777778,4500
89,2,13,46.814678253727216,1318,1433,1136,1328,34.72222222222222,-3000
90,2,20,125.42018378235618,1318,1433,326,485,41.666666666666664,7000
91,2,12,42.55131960350936,1318,1433,696,809,20.833333333333332,3250
92,2,10,111.38286133871765,1318,1433,1108,1187,13.88888888888889,-2000
93,2,9,114.32408845033491,1318,1433,1024,1143,13.88888888888889,-2000
94,2,8,50.95892561661794,1318,1433,500,627,62.49999999999999,9500
95,2,7,84.69234321944339,1318,1433,1026,1105,6.944444444444445,-750
96,2,6,105.59585834681207,1318,1433,161,253,20.833333333333332,3250
97,2,5,41.258047699812465,1318,1433,596,698,13.88888888888889,1500
98,2,4,100.22887059126228,1318,1433,1229,1312,69.4444444444444,-12500
99,2,11,102.89005102535424,1318,1433,277,340,20.833333333333332,2500
100,2,21,97.29045431079042,1318,1433,1037,1341,62.49999999999999,-10000
101,2,22,60.09486666929213,1318,1433,962,1262,27.77777777777778,-4750
102,2,31,69.13406830210413,1318,1433,967,1073,48.611111111111114,-8250
103,2,39,45.66038217098057,1318,1433,353,577,48.611111111111114,8750
104,2,38,68.10396317395927,1318,1433,764,965,55.55555555555556,-8750
105,2,37,77.31660106341975,1318,1433,67,292,34.72222222222222,5750
106,2,36,84.95741286079749,1318,1433,968,1144,13.88888888888889,-2000
107,2,35,112.24324879474933,1318,1433,423,642,13.88888888888889,1500
108,2,34,80.15303986749348,1318,1433,1125,1269,6.944444444444445,-1250
109,2,33,54.562032586772276,1318,1433,438,626,20.833333333333332,3250
110,2,32,71.66595077161817,1318,1433,839,1019,69.44444444444444,-12000
111,2,40,98.28336278333174,1318,1433,815,1010,62.49999999999999,-10500
112,2,30,129.29418277710718,1318,1433,221,429,20.833333333333332,3250
113,2,29,101.60003986219691,1318,1433,873,985,62.49999999999999,-11000
114,2,28,76.28988137361335,1318,1433,449,644,20.833333333333332,3750
115,2,27,93.16336833756067,1318,1433,320,400,13.88888888888889,2500
116,2,26,58.38659178270299,1318,1433,99,213,48.611111111111114,7500
117,2,25,26.833594615705145,1318,1433,805,1057,62.49999999999999,-11250
118,2,24,129.07910791448785,1318,1433,1178,1251,41.666666666666664,-6750
119,2,23,70.15448168150057,1318,1433,1200,1320,41.666666666666664,-6500
120,3,1,178.86468768317576,1055,1136,162,234,13.8888888888889,5000
121,3,2,68.70205600999142,1055,1136,1318,1433,20.833333333333297,-3250
122,3,4,91.96328071572914,1055,1136,1229,1312,69.4444444444444,-12500
123,3,23,104.95911013342291,1055,1136,1200,1320,41.666666666666664,-6500
124,3,20,87.1509150841229,1055,1136,326,485,41.666666666666664,7000
125,3,19,73.57503992523552,1055,1136,735,816,62.49999999999999,-10750
126,3,18,66.87090922067681,1055,1136,834,973,62.49999999999999,-10250
127,3,17,122.0951370857988,1055,1136,21,258,27.77777777777778,4000
128,3,16,39.604292696625706,1055,1136,94,221,48.611111111111114,7500
129,3,15,154.04658548633918,1055,1136,1046,1313,55.55555555555556,-9750
130,3,14,165.13389536978772,1055,1136,4,189,27.77777777777778,4500
131,3,21,97.84210238951327,1055,1136,1037,1341,62.49999999999999,-10000
132,3,13,115.14341752788128,1055,1136,1136,1328,34.72222222222222,-3000
133,3,11,94.52310881472319,1055,1136,277,340,20.833333333333332,2500
134,3,10,147.0722043759459,1055,1136,1108,1187,13.88888888888889,-2000
135,3,9,80.28373247426904,1055,1136,1024,1143,13.88888888888889,-2000
136,3,8,115.22823699076541,1055,1136,500,627,62.49999999999999,9500
137,3,7,112.7381235430145,1055,1136,1026,1105,6.944444444444445,-750
138,3,6,114.02382996549449,1055,1136,161,253,20.833333333333332,3250
139,3,5,84.4696987090637,1055,1136,596,698,13.88888888888889,1500
140,3,12,40.88304416258652,1055,1136,696,809,20.833333333333332,3250
141,3,22,73.38864012910989,1055,1136,962,1262,27.77777777777778,-4750
142,3,0,82.059674018363,1055,1136,0,0,0.0,0
143,3,24,179.5995172599303,1055,1136,1178,1251,41.666666666666664,-6750
144,3,40,81.54279183349071,1055,1136,815,1010,62.49999999999999,-10500
145,3,39,105.96009154393931,1055,1136,353,577,48.611111111111114,8750
146,3,38,134.83331672847035,1055,1136,764,965,55.55555555555556,-8750
147,3,37,142.53807666725405,1055,1136,67,292,34.72222222222222,5750
148,3,36,112.57281421373456,1055,1136,968,1144,13.88888888888889,-2000
149,3,35,149.9247824744128,1055,1136,423,642,13.88888888888889,1500
150,3,34,18.60815143962452,1055,1136,1125,1269,6.944444444444445,-1250
151,3,33,23.440966277011704,1055,1136,438,626,20.833333333333332,3250
152,3,32,130.84234788477315,1055,1136,839,1019,69.44444444444444,-12000
153,3,31,46.97325728539592,1055,1136,967,1073,48.611111111111114,-8250
154,3,30,90.88748648741476,1055,1136,221,429,20.833333333333332,3250
155,3,29,109.80627759832313,1055,1136,873,985,62.49999999999999,-11000
156,3,28,9.1292113569574,1055,1136,449,644,20.833333333333332,3750
157,3,27,161.56499528053718,1055,1136,320,400,13.88888888888889,2500
158,3,26,96.68146978609705,1055,1136,99,213,48.611111111111114,7500
159,3,25,60.84731136213004,1055,1136,805,1057,62.49999999999999,-11250
160,4,3,91.96328071572914,1229,1312,1055,1136,34.72222222222222,-5500
161,4,2,100.22887059126228,1229,1312,1318,1433,20.833333333333297,-3250
162,4,5,70.22184417971377,1229,1312,596,698,13.88888888888889,1500
163,4,1,195.0775766201744,1229,1312,162,234,13.8888888888889,5000
164,4,7,52.063869429768665,1229,1312,1026,1105,6.944444444444445,-750
165,4,23,168.10482265538963,1229,1312,1200,1320,41.666666666666664,-6500
166,4,22,41.04857244777217,1229,1312,962,1262,27.77777777777778,-4750
167,4,21,12.543077772221613,1229,1312,1037,1341,62.49999999999999,-10000
168,4,20,179.08056790171287,1229,1312,326,485,41.666666666666664,7000
169,4,19,19.16366614194685,1229,1312,735,816,62.49999999999999,-10750
170,4,18,76.67831831750094,1229,1312,834,973,62.49999999999999,-10250
171,4,17,149.64727094070244,1229,1312,21,258,27.77777777777778,4000
172,4,16,131.04834604068836,1229,1312,94,221,48.611111111111114,7500
173,4,15,217.38496843158225,1229,1312,1046,1313,55.55555555555556,-9750
174,4,14,131.9568899300071,1229,1312,4,189,27.77777777777778,4500
175,4,13,133.56275079527225,1229,1312,1136,1328,34.72222222222222,-3000
176,4,12,66.27527517860638,1229,1312,696,809,20.833333333333332,3250
177,4,11,2.7910034037958464,1229,1312,277,340,20.833333333333332,2500
178,4,10,210.78489912704848,1229,1312,1108,1187,13.88888888888889,-2000
179,4,9,172.12027916547197,1229,1312,1024,1143,13.88888888888889,-2000
180,4,24,228.3515780545429,1229,1312,1178,1251,41.666666666666664,-6750
181,4,25,117.56627960431513,1229,1312,805,1057,62.49999999999999,-11250
182,4,26,156.69149562117275,1229,1312,99,213,48.611111111111114,7500
183,4,35,211.99158143662214,1229,1312,423,642,13.88888888888889,1500
184,4,0,122.10247868081957,1229,1312,0,0,0.0,0
185,4,40,13.395495511551637,1229,1312,815,1010,62.49999999999999,-10500
186,4,39,144.41988782712718,1229,1312,353,577,48.611111111111114,8750
187,4,38,128.57626569472302,1229,1312,764,965,55.55555555555556,-8750
188,4,37,168.22438735213154,1229,1312,67,292,34.72222222222222,5750
189,4,36,51.44142396940427,1229,1312,968,1144,13.88888888888889,-2000
190,4,6,194.22550707875627,1229,1312,161,253,20.833333333333332,3250
191,4,8,146.2545999276604,1229,1312,500,627,62.49999999999999,9500
192,4,33,105.73711789149542,1229,1312,438,626,20.833333333333332,3250
193,4,32,169.28763983232798,1229,1312,839,1019,69.44444444444444,-12000
194,4,31,45.36571943659661,1229,1312,967,1073,48.611111111111114,-8250
195,4,30,182.78552294971283,1229,1312,221,429,20.833333333333332,3250
196,4,29,189.89160381649316,1229,1312,873,985,62.49999999999999,-11000
197,4,28,99.14868884660049,1229,1312,449,644,20.833333333333332,3750
198,4,27,171.0454410383393,1229,1312,320,400,13.88888888888889,2500
199,4,34,109.8329863929776,1229,1312,1125,1269,6.944444444444445,-1250
200,5,1,125.28700052279966,596,698,162,234,13.8888888888889,5000
201,5,3,84.4696987090637,596,698,1055,1136,34.72222222222222,-5500
202,5,6,146.7749685743451,596,698,161,253,20.833333333333332,3250
203,5,0,60.07477756929276,596,698,0,0,0.0,0
204,5,21,63.566980422228646,596,698,1037,1341,62.49999999999999,-10000
205,5,20,158.8750955939917,596,698,326,485,41.666666666666664,7000
206,5,19,58.68935593444522,596,698,735,816,62.49999999999999,-10750
207,5,18,20.731524304787623,596,698,834,973,62.49999999999999,-10250
208,5,17,80.25672868987373,596,698,21,258,27.77777777777778,4000
209,5,16,110.7778407444377,596,698,94,221,48.611111111111114,7500
210,5,15,155.98842809644566,596,698,1046,1313,55.55555555555556,-9750
211,5,14,81.68503534919968,596,698,4,189,27.77777777777778,4500
212,5,13,63.557043669447054,596,698,1136,1328,34.72222222222222,-3000
213,5,12,44.07533210311637,596,698,696,809,20.833333333333332,3250
214,5,11,72.46419598670781,596,698,277,340,20.833333333333332,2500
215,5,10,149.94101673658213,596,698,1108,1187,13.88888888888889,-2000
216,5,9,148.66877984297847,596,698,1024,1143,13.88888888888889,-2000
217,5,8,77.70200126122879,596,698,500,627,62.49999999999999,9500
218,5,7,43.559408857329544,596,698,1026,1105,6.944444444444445,-750
219,5,22,30.663863096485407,596,698,962,1262,27.77777777777778,-4750
220,5,2,41.258047699812465,596,698,1318,1433,20.833333333333297,-3250
221,5,23,110.47288174027143,596,698,1200,1320,41.666666666666664,-6500
222,5,25,67.01409478609705,596,698,805,1057,62.49999999999999,-11250
223,5,40,73.13448229118738,596,698,815,1010,62.49999999999999,-10500
224,5,39,78.12943235426711,596,698,353,577,48.611111111111114,8750
225,5,38,61.76258495238036,596,698,764,965,55.55555555555556,-8750
226,5,37,98.18305199982328,596,698,67,292,34.72222222222222,5750
227,5,36,43.85868785086941,596,698,968,1144,13.88888888888889,-2000
228,5,35,150.23383640179065,596,698,423,642,13.88888888888889,1500
229,5,34,101.1573630538084,596,698,1125,1269,6.944444444444445,-1250
230,5,33,81.03677004915733,596,698,438,626,20.833333333333332,3250
231,5,32,101.24597572249478,596,698,839,1019,69.44444444444444,-12000
232,5,31,58.36287604290933,596,698,967,1073,48.611111111111114,-8250
233,5,30,162.83011637900404,596,698,221,429,20.833333333333332,3250
234,5,29,142.74085680000664,596,698,873,985,62.49999999999999,-11000
235,5,28,93.53990645708386,596,698,449,644,20.833333333333332,3750
236,5,27,101.78455334676279,596,698,320,400,13.88888888888889,2500
237,5,26,98.70843631625415,596,698,99,213,48.611111111111114,7500
238,5,24,160.9027165712251,596,698,1178,1251,41.666666666666664,-6750
239,5,4,70.22184417971377,596,698,1229,1312,69.4444444444444,-12500
240,6,23,45.988374617940124,161,253,1200,1320,41.666666666666664,-6500
241,6,0,90.52579356183517,161,253,0,0,0.0,0
242,6,22,159.6533385181782,161,253,962,1262,27.77777777777778,-4750
243,6,24,100.03524378937655,161,253,1178,1251,41.666666666666664,-6750
244,6,25,80.26750587878011,161,253,805,1057,62.49999999999999,-11250
245,6,26,54.61376017085803,161,253,99,213,48.611111111111114,7500
246,6,27,146.01041914877172,161,253,320,400,13.88888888888889,2500
247,6,28,112.63152533815743,161,253,449,644,20.833333333333332,3750
248,6,29,4.343731115066852,161,253,873,985,62.49999999999999,-11000
249,6,30,76.87054702550255,161,253,221,429,20.833333333333332,3250
250,6,31,151.27529507490638,161,253,967,1073,48.611111111111114,-8250
251,6,32,92.06924024884749,161,253,839,1019,69.44444444444444,-12000
252,6,33,92.44673547508316,161,253,438,626,20.833333333333332,3250
253,6,34,105.02093172315696,161,253,1125,1269,6.944444444444445,-1250
254,6,35,58.46974773333642,161,253,423,642,13.88888888888889,1500
255,6,36,190.117720636452,161,253,968,1144,13.88888888888889,-2000
256,6,37,115.14495950757028,161,253,67,292,34.72222222222222,5750
257,6,21,195.23975517296677,161,253,1037,1341,62.49999999999999,-10000
258,6,20,75.37148665112025,161,253,326,485,41.666666666666664,7000
259,6,19,175.22817610190435,161,253,735,816,62.49999999999999,-10750
260,6,18,127.91806948199304,161,253,834,973,62.49999999999999,-10250
261,6,1,147.02045061827283,161,253,162,234,13.8888888888889,5000
262,6,2,105.59585834681207,161,253,1318,1433,20.833333333333297,-3250
263,6,3,114.02382996549449,161,253,1055,1136,34.72222222222222,-5500
264,6,4,194.22550707875627,161,253,1229,1312,69.4444444444444,-12500
265,6,5,146.7749685743451,161,253,596,698,13.88888888888889,1500
266,6,7,189.89866376570424,161,253,1026,1105,6.944444444444445,-750
267,6,8,100.1185637132295,161,253,500,627,62.49999999999999,9500
268,6,38,152.22484192798493,161,253,764,965,55.55555555555556,-8750
269,6,9,66.34549344152923,161,253,1024,1143,13.88888888888889,-2000
270,6,11,197.0147063038696,161,253,277,340,20.833333333333332,2500
271,6,12,127.9973144249519,161,253,696,809,20.833333333333332,3250
272,6,13,117.00618787055666,161,253,1136,1328,34.72222222222222,-3000
273,6,14,197.27086454922838,161,253,4,189,27.77777777777778,4500
274,6,15,58.8331173744856,161,253,1046,1313,55.55555555555556,-9750
275,6,16,81.23121198160224,161,253,94,221,48.611111111111114,7500
276,6,17,106.21105450940593,161,253,21,258,27.77777777777778,4000
277,6,10,53.7407117556141,161,253,1108,1187,13.88888888888889,-2000
278,6,39,88.74104574547225,161,253,353,577,48.611111111111114,8750
279,6,40,187.46767854752989,161,253,815,1010,62.49999999999999,-10500
280,7,1,154.13189676377826,1026,1105,162,234,13.8888888888889,5000
281,7,19,53.78765099909086,1026,1105,735,816,62.49999999999999,-10750
282,7,18,62.113605594909714,1026,1105,834,973,62.49999999999999,-10250
283,7,17,118.41722340943483,1026,1105,21,258,27.77777777777778,4000
284,7,16,145.92501670378522,1026,1105,94,221,48.611111111111114,7500
285,7,15,198.6856109535867,1026,1105,1046,1313,55.55555555555556,-9750
286,7,14,80.35669542732579,1026,1105,4,189,27.77777777777778,4500
287,7,13,100.52370516450335,1026,1105,1136,1328,34.72222222222222,-3000
288,7,20,195.26864494844017,1026,1105,326,485,41.666666666666664,7000
289,7,12,73.52235714393275,1026,1105,696,809,20.833333333333332,3250
290,7,10,192.80964291238132,1026,1105,1108,1187,13.88888888888889,-2000
291,7,9,185.97400732360424,1026,1105,1024,1143,13.88888888888889,-2000
292,7,8,117.35136002620507,1026,1105,500,627,62.49999999999999,9500
293,7,6,189.89866376570424,1026,1105,161,253,20.833333333333332,3250
294,7,5,43.559408857329544,1026,1105,596,698,13.88888888888889,1500
295,7,4,52.063869429768665,1026,1105,1229,1312,69.4444444444444,-12500
296,7,3,112.7381235430145,1026,1105,1055,1136,34.72222222222222,-5500
297,7,11,52.83468557680644,1026,1105,277,340,20.833333333333332,2500
298,7,21,40.10086906788929,1026,1105,1037,1341,62.49999999999999,-10000
299,7,22,39.40950646734871,1026,1105,962,1262,27.77777777777778,-4750
300,7,23,153.97412672264127,1026,1105,1200,1320,41.666666666666664,-6500
301,7,40,62.328741363836315,1026,1105,815,1010,62.49999999999999,-10500
302,7,39,119.7787063713747,1026,1105,353,577,48.611111111111114,8750
303,7,38,84.9068784021648,1026,1105,764,965,55.55555555555556,-8750
304,7,37,133.65148184737797,1026,1105,67,292,34.72222222222222,5750
305,7,36,0.671863081289632,1026,1105,968,1144,13.88888888888889,-2000
306,7,35,192.8669118848539,1026,1105,423,642,13.88888888888889,1500
307,7,34,131.1327769857712,1026,1105,1125,1269,6.944444444444445,-1250
308,7,33,116.40741041703487,1026,1105,438,626,20.833333333333332,3250
309,7,32,140.91136398459847,1026,1105,839,1019,69.44444444444444,-12000
310,7,31,71.40480936183499,1026,1105,967,1073,48.611111111111114,-8250
311,7,30,199.207907724568,1026,1105,221,429,20.833333333333332,3250
312,7,29,185.8055663859401,1026,1105,873,985,62.49999999999999,-11000
313,7,28,121.66077839632624,1026,1105,449,644,20.833333333333332,3750
314,7,27,129.18368705064893,1026,1105,320,400,13.88888888888889,2500
315,7,26,142.2226666182293,1026,1105,99,213,48.611111111111114,7500
316,7,25,109.73672129237323,1026,1105,805,1057,62.49999999999999,-11250
317,7,24,200.30562273685678,1026,1105,1178,1251,41.666666666666664,-6750
318,7,0,103.46128937916828,1026,1105,0,0,0.0,0
319,7,2,84.69234321944339,1026,1105,1318,1433,20.833333333333297,-3250
320,8,23,54.19632644377292,500,627,1200,1320,41.666666666666664,-6500
321,8,1,64.15302409084082,500,627,162,234,13.8888888888889,5000
322,8,25,56.111365158940835,500,627,805,1057,62.49999999999999,-11250
323,8,26,46.37369081710016,500,627,99,213,48.611111111111114,7500
324,8,27,51.39877527723789,500,627,320,400,13.88888888888889,2500
325,8,28,121.38336665293149,500,627,449,644,20.833333333333332,3750
326,8,29,97.4523493816337,500,627,873,985,62.49999999999999,-11000
327,8,30,151.64564814065716,500,627,221,429,20.833333333333332,3250
328,8,31,119.79257280816704,500,627,967,1073,48.611111111111114,-8250
329,8,24,83.29949819776827,500,627,1178,1251,41.666666666666664,-6750
330,8,32,23.63641681812199,500,627,839,1019,69.44444444444444,-12000
331,8,34,122.46106034164492,500,627,1125,1269,6.944444444444445,-1250
332,8,35,79.25538088988027,500,627,423,642,13.88888888888889,1500
333,8,36,117.83278703315135,500,627,968,1144,13.88888888888889,-2000
334,8,37,27.310886107924073,500,627,67,292,34.72222222222222,5750
335,8,38,53.65772358197839,500,627,764,965,55.55555555555556,-8750
336,8,39,12.538133832432957,500,627,353,577,48.611111111111114,8750
337,8,40,146.44826560939532,500,627,815,1010,62.49999999999999,-10500
338,8,33,95.95075247229695,500,627,438,626,20.833333333333332,3250
339,8,22,105.21516478150856,500,627,962,1262,27.77777777777778,-4750
340,8,21,140.9174879140272,500,627,1037,1341,62.49999999999999,-10000
341,8,20,148.24749373935467,500,627,326,485,41.666666666666664,7000
342,8,2,50.95892561661794,500,627,1318,1433,20.833333333333297,-3250
343,8,3,115.22823699076541,500,627,1055,1136,34.72222222222222,-5500
344,8,4,146.2545999276604,500,627,1229,1312,69.4444444444444,-12500
345,8,5,77.70200126122879,500,627,596,698,13.88888888888889,1500
346,8,6,100.1185637132295,500,627,161,253,20.833333333333332,3250
347,8,7,117.35136002620507,500,627,1026,1105,6.944444444444445,-750
348,8,9,136.38738394734315,500,627,1024,1143,13.88888888888889,-2000
349,8,10,80.41464107984316,500,627,1108,1187,13.88888888888889,-2000
350,8,11,148.72133975996854,500,627,277,340,20.833333333333332,2500
351,8,12,93.49403884740458,500,627,696,809,20.833333333333332,3250
352,8,13,19.307956909005156,500,627,1136,1328,34.72222222222222,-3000
353,8,14,99.08658839621032,500,627,4,189,27.77777777777778,4500
354,8,15,85.17451085858961,500,627,1046,1313,55.55555555555556,-9750
355,8,16,115.03951755809827,500,627,94,221,48.611111111111114,7500
356,8,17,7.575176565598985,500,627,21,258,27.77777777777778,4000
357,8,18,70.5621690426251,500,627,834,973,62.49999999999999,-10250
358,8,19,131.5458843902005,500,627,735,816,62.49999999999999,-10750
359,8,0,33.16940909934936,500,627,0,0,0.0,0
360,9,1,195.75930782468558,1024,1143,162,234,13.8888888888889,5000
361,9,2,114.32408845033491,1024,1143,1318,1433,20.833333333333297,-3250
362,9,0,111.4120038415969,1024,1143,0,0,0.0,0
363,9,20,11.860543832388123,1024,1143,326,485,41.666666666666664,7000
364,9,19,153.46905486123254,1024,1143,735,816,62.49999999999999,-10750
365,9,18,127.97319797520105,1024,1143,834,973,62.49999999999999,-10250
366,9,17,143.84850155632486,1024,1143,21,258,27.77777777777778,4000
367,9,16,41.20936422707829,1024,1143,94,221,48.611111111111114,7500
368,9,15,124.30025985491744,1024,1143,1046,1313,55.55555555555556,-9750
369,9,14,219.15804730832954,1024,1143,4,189,27.77777777777778,4500
370,9,21,177.2985518835391,1024,1143,1037,1341,62.49999999999999,-10000
371,9,13,147.24477749652107,1024,1143,1136,1328,34.72222222222222,-3000
372,9,11,174.71521570830632,1024,1143,277,340,20.833333333333332,2500
373,9,10,118.54636983054353,1024,1143,1108,1187,13.88888888888889,-2000
374,9,8,136.38738394734315,1024,1143,500,627,62.49999999999999,9500
375,9,7,185.97400732360424,1024,1143,1026,1105,6.944444444444445,-750
376,9,6,66.34549344152923,1024,1143,161,253,20.833333333333332,3250
377,9,5,148.66877984297847,1024,1143,596,698,13.88888888888889,1500
378,9,4,172.12027916547197,1024,1143,1229,1312,69.4444444444444,-12500
379,9,12,113.06525549433832,1024,1143,696,809,20.833333333333332,3250
380,9,3,80.28373247426904,1024,1143,1055,1136,34.72222222222222,-5500
381,9,22,148.39401942126912,1024,1143,962,1262,27.77777777777778,-4750
382,9,23,93.06911249173918,1024,1143,1200,1320,41.666666666666664,-6500
383,9,39,123.8864806990658,1024,1143,353,577,48.611111111111114,8750
384,9,38,178.61266752389093,1024,1143,764,965,55.55555555555556,-8750
385,9,37,159.42989054753815,1024,1143,67,292,34.72222222222222,5750
386,9,36,185.95921273225483,1024,1143,968,1144,13.88888888888889,-2000
387,9,35,123.04034175830299,1024,1143,423,642,13.88888888888889,1500
388,9,34,63.43752990147078,1024,1143,1125,1269,6.944444444444445,-1250
389,9,33,69.66545916018929,1024,1143,438,626,20.833333333333332,3250
390,9,32,138.86095527541212,1024,1143,839,1019,69.44444444444444,-12000
391,9,30,15.369232251482176,1024,1143,221,429,20.833333333333332,3250
392,9,29,64.09486796928441,1024,1143,873,985,62.49999999999999,-11000
393,9,28,74.01479852029593,1024,1143,449,644,20.833333333333332,3750
394,9,27,187.6281450102836,1024,1143,320,400,13.88888888888889,2500
